MSZoning,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
RL,65,9505,Other,2Story,7,2001,2001,Gd,Gd,No,Unf,0,Unf,0,884,884,884,1151,0,0,2,1,3,1,8,1,BuiltIn,2,434,WD,Normal,222500
RL,Other,7500,Other,1Story,7,2004,2005,TA,Gd,No,GLQ,680,Unf,0,400,1080,1080,0,1,0,1,0,3,1,6,0,None,0,0,WD,Normal,141000
RM,Other,6240,Other,Other,5,1936,1950,TA,Gd,No,Unf,0,Unf,0,896,896,896,448,0,0,1,0,3,1,7,0,Detchd,1,240,WD,Normal,115000
RL,Other,10356,CollgCr,1Story,5,1975,1975,TA,TA,Av,BLQ,716,Unf,0,253,969,969,0,0,0,1,1,3,1,5,0,Attchd,2,440,WD,Normal,122000
RL,Other,13891,Other,1Story,Other,2007,2008,Gd,Ex,Gd,GLQ,1400,Unf,0,310,1710,1710,0,1,0,2,0,2,1,6,1,Attchd,3,866,New,Partial,372402
RL,80,14803,Other,2Story,6,1971,1971,TA,TA,No,Rec,416,Unf,0,409,825,1097,896,0,0,2,1,4,1,8,1,Attchd,2,495,WD,Normal,190000
RL,80,13500,Other,1Story,6,1960,1975,TA,Gd,Gd,BLQ,429,ALQ,1080,93,1602,1252,0,1,0,1,0,1,1,4,1,Attchd,2,564,WD,Normal,235000
RM,Other,11340,OldTown,1Story,6,1923,1950,TA,TA,No,Unf,0,Unf,0,1200,1200,1200,0,0,0,1,0,4,1,7,0,Detchd,1,312,WD,Family,125000
RL,60,9600,Edwards,Other,6,1924,1950,TA,TA,No,Unf,0,Unf,0,572,572,572,524,0,0,1,0,2,1,5,0,None,0,0,WD,Normal,79000
RL,60,7200,NAmes,1Story,5,1950,1950,TA,None,None,None,0,None,0,0,0,1040,0,0,0,1,0,2,1,5,0,Detchd,2,625,WD,Normal,109500
RL,Other,12003,Other,2Story,Other,2009,2010,Gd,Ex,No,Unf,0,Unf,0,774,774,774,1194,0,0,2,1,4,1,8,1,BuiltIn,3,680,New,Partial,269500
FV,Other,12552,Other,2Story,7,2004,2005,Gd,Gd,No,GLQ,222,Unf,0,769,991,991,956,0,0,2,1,3,1,8,1,Attchd,2,678,WD,Normal,254900
RL,Other,19378,Other,2Story,7,2005,2006,Gd,Gd,Mn,GLQ,57,Unf,0,1335,1392,1392,1070,1,0,2,1,4,1,9,1,Attchd,2,576,New,Partial,320000
RL,Other,11120,Other,1Story,6,1984,1984,TA,Gd,No,BLQ,660,Unf,0,572,1232,1232,0,0,0,2,0,3,1,6,0,Attchd,2,516,WD,Normal,162500
RL,Other,13688,Other,2Story,Other,2003,2004,Gd,Ex,Av,GLQ,1016,Unf,0,556,1572,1572,1096,1,0,2,1,3,1,10,2,BuiltIn,3,726,WD,Normal,412500
RL,Other,12182,Other,1Story,7,2005,2005,Gd,Gd,Mn,BLQ,1201,Unf,0,340,1541,1541,0,0,0,2,0,3,1,7,1,Attchd,2,532,New,Partial,220000
RL,Other,5500,OldTown,Other,Other,1956,1956,TA,TA,No,Unf,0,Unf,0,882,882,882,0,0,0,1,0,1,1,4,0,None,0,0,WD,Normal,103200
RM,Other,5400,OldTown,1Story,6,1926,2004,TA,TA,Mn,LwQ,370,Unf,0,779,1149,1149,467,0,0,2,0,3,1,5,0,Detchd,1,216,WD,Normal,152000
RL,Other,10106,Edwards,Other,5,1940,1999,TA,TA,No,ALQ,351,Rec,181,112,644,808,547,1,0,2,0,4,2,6,0,None,0,0,WD,Normal,127500
RL,80,10708,Other,1Story,5,1955,1993,Gd,TA,No,LwQ,379,BLQ,768,470,1617,1867,0,1,0,1,0,2,1,7,3,Attchd,1,303,COD,Normal,190000
RL,Other,10562,Other,2Story,Other,2007,2007,Gd,Ex,No,GLQ,1288,Unf,0,294,1582,1610,551,1,0,1,1,3,1,8,1,Attchd,3,789,New,Partial,325624
RL,Other,8244,Other,2Story,7,2004,2004,Gd,Gd,No,Unf,0,Unf,0,840,840,840,880,0,0,2,1,3,1,7,1,Attchd,2,440,WD,Normal,183500
RL,Other,16669,Other,1Story,Other,1981,1981,Gd,Gd,No,Unf,0,Unf,0,1686,1686,1707,0,0,0,2,1,2,1,6,1,Attchd,2,511,WD,Normal,228000
RM,60,12358,OldTown,Other,5,1941,1950,TA,TA,No,Rec,360,Unf,0,360,720,854,0,0,0,1,1,2,1,7,0,Detchd,2,660,WD,Normal,128500
RL,Other,31770,NAmes,1Story,6,1960,1960,TA,TA,Gd,BLQ,639,Unf,0,441,1080,1656,0,1,0,1,0,3,1,7,2,Attchd,2,528,WD,Normal,215000
RL,Other,5306,Other,2Story,7,1987,1987,Gd,Gd,No,GLQ,495,Rec,215,354,1064,1064,703,1,0,2,0,2,1,5,1,Attchd,2,504,WD,Normal,239000
RL,80,10197,NAmes,1Story,6,1961,1961,TA,TA,No,ALQ,288,Rec,374,700,1362,1362,0,1,0,1,1,3,1,6,1,Attchd,2,504,COD,Normal,163000
RL,Other,12416,Other,1Story,6,1986,1986,TA,Gd,No,ALQ,1398,LwQ,208,0,1606,1651,0,1,0,2,0,3,1,7,1,Attchd,2,616,WD,Normal,184000
RL,Other,12615,Edwards,1Story,6,1950,2001,TA,TA,Av,ALQ,477,Unf,0,725,1202,2158,0,1,0,2,0,4,1,7,1,Attchd,2,576,WD,Normal,243000
RL,Other,10029,Other,2Story,6,1988,1989,Gd,Gd,No,GLQ,831,Unf,0,320,1151,1164,896,0,1,2,1,4,1,8,1,Attchd,2,521,WD,Normal,211000
RL,Other,13650,Other,Other,5,1958,1958,Gd,TA,No,ALQ,57,BLQ,441,554,1052,1252,668,1,0,2,0,4,1,8,1,Attchd,2,451,WD,Normal,172500
RL,Other,17423,Other,1Story,Other,2008,2009,Ex,Ex,No,GLQ,1904,Unf,0,312,2216,2234,0,1,0,2,0,1,1,9,1,Attchd,3,1166,New,Partial,501837
RM,60,8520,OldTown,1Story,5,1923,2006,Gd,TA,No,Unf,0,Unf,0,968,968,968,0,0,0,1,0,2,1,5,0,Detchd,2,480,WD,Normal,100000
FV,73,2117,Other,2Story,6,2000,2000,Gd,Gd,No,GLQ,436,Unf,0,320,756,769,756,0,0,2,1,3,1,5,1,Detchd,2,440,WD,Normal,177000
RL,Other,7588,Other,2Story,7,1920,1950,TA,Fa,No,LwQ,352,Unf,0,441,793,901,901,0,0,1,1,4,1,9,1,Detchd,1,216,WD,Normal,200100
RL,60,9060,Edwards,1Story,5,1957,2006,TA,None,None,None,0,None,0,0,0,1340,0,0,0,1,0,3,1,7,1,Attchd,1,252,WD,Normal,120000
RM,Other,11426,OldTown,Other,7,2003,2003,TA,Gd,No,Unf,0,Unf,0,1362,1362,1362,720,0,0,2,1,3,1,6,0,Detchd,2,484,WD,Normal,200000
RL,Other,7438,Other,Other,5,1908,1991,TA,Fa,No,Unf,0,Unf,0,504,504,936,316,0,0,1,0,3,1,5,0,Attchd,2,576,WD,Normal,127000
RM,Other,22950,OldTown,Other,Other,1892,1993,Gd,TA,Mn,Unf,0,Unf,0,1107,1107,1518,1518,0,0,2,1,4,1,12,2,Detchd,3,840,WD,Normal,475000
RL,73,9947,Other,Other,7,1990,1991,TA,Gd,Av,GLQ,611,Unf,0,577,1188,1217,0,1,0,2,0,3,1,6,0,Attchd,2,497,WD,Normal,173000
RL,60,10410,OldTown,Other,5,1916,1987,TA,Fa,No,Unf,0,Unf,0,660,660,808,704,0,0,2,1,3,1,8,0,Detchd,1,180,WD,Normal,135000
RL,Other,7018,Other,Other,5,1979,1979,TA,Gd,Av,GLQ,1086,Unf,0,0,1086,1224,0,2,0,0,2,2,2,6,2,Detchd,2,528,WD,Alloca,153337
RL,Other,4923,Other,1Story,Other,2001,2002,Gd,Ex,Av,GLQ,1153,Unf,0,440,1593,1593,0,1,0,1,1,0,1,5,1,Attchd,2,682,WD,Normal,286000
RL,70,10570,Other,2Story,Other,1932,1994,Gd,Gd,No,Rec,297,Unf,0,556,853,1549,1178,0,0,2,1,3,1,10,2,Detchd,2,440,WD,Normal,315000
RL,73,7472,NAmes,2Story,7,1972,2004,TA,TA,No,ALQ,626,Unf,0,99,725,725,754,1,0,1,1,4,1,7,0,Attchd,2,484,WD,Normal,184000
RL,Other,9017,CollgCr,1Story,7,1999,1999,Gd,Gd,Av,GLQ,560,Unf,0,871,1431,1431,0,1,0,2,0,3,1,6,0,Attchd,2,666,WD,Normal,192000
RM,Other,2522,Edwards,2Story,7,2004,2004,Gd,Gd,No,Unf,0,Unf,0,970,970,970,739,0,0,2,0,3,1,7,0,Detchd,2,380,WD,Normal,130000
RL,60,7180,CollgCr,1Story,5,1972,1972,TA,TA,Av,ALQ,390,Unf,0,474,864,864,0,0,0,1,0,3,1,5,0,Detchd,1,352,WD,Normal,127000
RL,Other,2280,Other,2Story,6,1976,1976,TA,Gd,No,ALQ,566,Unf,0,289,855,855,601,0,0,2,1,3,1,7,1,Attchd,2,440,WD,Normal,148500
RL,Other,9416,Other,1Story,7,2007,2007,Ex,Ex,No,GLQ,1126,Unf,0,600,1726,1726,0,1,0,2,0,3,1,8,1,Attchd,3,786,New,Partial,311872
RL,Other,25419,NAmes,2Story,Other,1918,1990,Gd,TA,No,GLQ,1036,LwQ,184,140,1360,1360,1360,1,1,2,0,4,1,8,1,Detchd,2,795,WD,Abnorml,235000
RM,Other,5520,OldTown,Other,6,1912,1950,TA,TA,No,Unf,0,Unf,0,755,755,929,929,0,0,1,0,5,1,8,0,None,0,0,WD,Abnorml,104000
RL,Other,9591,Other,1Story,Other,2004,2005,Gd,Ex,Av,GLQ,1088,Unf,0,625,1713,1713,0,1,0,2,0,3,1,7,1,Attchd,3,856,WD,Normal,274900
RM,80,8546,Edwards,1Story,Other,2003,2004,TA,Gd,No,Unf,0,Unf,0,1121,1121,1121,0,0,0,2,0,2,1,5,0,Attchd,2,440,WD,Normal,140000
RL,Other,10125,Other,1Story,6,1977,1977,TA,TA,No,ALQ,641,LwQ,279,276,1196,1279,0,0,1,2,0,3,1,6,2,Detchd,2,473,WD,Normal,171500
RL,Other,7000,OldTown,Other,6,1924,1950,TA,Fa,No,LwQ,617,Unf,0,0,617,865,445,0,0,2,0,2,1,6,0,Attchd,1,398,COD,Normal,112000
RM,70,4438,CollgCr,1Story,6,2004,2004,Gd,Gd,Av,GLQ,662,Unf,0,186,848,848,0,1,0,1,0,1,1,3,1,Attchd,2,420,WD,Normal,149000
RM,Other,3500,OldTown,Other,5,1947,1950,TA,TA,No,LwQ,312,Unf,0,408,720,720,564,0,0,1,1,2,1,5,0,Detchd,1,240,WD,Normal,110000
RL,Other,11851,Other,1Story,7,1990,1990,TA,Gd,No,Unf,0,Unf,0,1424,1424,1442,0,0,0,2,0,3,1,5,0,Attchd,2,500,WD,Normal,180500
RL,Other,13673,Other,1Story,5,1962,1962,TA,TA,No,Unf,0,Unf,0,1140,1140,1696,0,0,0,1,1,3,1,8,1,Attchd,1,349,WD,Normal,143900
RL,73,12493,NAmes,1Story,Other,1960,1960,TA,TA,No,ALQ,419,Rec,306,375,1100,1100,0,1,0,1,0,3,1,6,1,Attchd,1,312,WD,Normal,141000
RL,Other,14364,Other,2Story,7,1988,1989,Gd,Gd,Gd,GLQ,1065,Unf,0,92,1157,1180,882,1,0,2,1,3,1,7,1,Attchd,2,454,WD,Normal,277000
RL,Other,8250,NAmes,1Story,6,1964,1964,TA,Gd,No,Rec,787,Unf,0,305,1092,1092,0,1,0,1,0,3,1,6,0,Attchd,2,504,WD,Normal,145000
RL,Other,5604,Edwards,1Story,5,1925,1950,TA,TA,No,Rec,468,Unf,0,396,864,864,0,1,0,1,0,2,1,5,0,None,0,0,WD,Normal,98000
RL,Other,10420,Edwards,1Story,6,2009,2009,TA,Gd,Mn,GLQ,36,Unf,0,1176,1212,1212,0,0,0,2,0,3,1,6,0,Attchd,2,460,WD,Normal,186000
FV,Other,8640,Other,2Story,7,2009,2009,TA,Gd,No,GLQ,822,Unf,0,78,900,932,920,1,0,2,1,3,1,7,1,Attchd,2,644,New,Partial,252678
RL,Other,13568,CollgCr,1Story,5,1995,1995,TA,Gd,No,ALQ,716,Unf,0,274,990,990,0,0,1,1,0,3,1,5,0,Attchd,2,576,WD,Normal,156000
RL,70,10900,CollgCr,2Story,6,1977,1977,TA,Gd,No,GLQ,378,Unf,0,311,689,689,703,0,0,1,1,3,1,6,0,Attchd,1,299,WD,Normal,161750
RL,Other,10011,NAmes,1Story,5,1957,1996,TA,TA,No,BLQ,360,Unf,0,710,1070,1236,0,0,1,1,0,2,1,6,1,Attchd,1,447,WD,Normal,134450
RL,65,8450,CollgCr,1Story,7,2004,2004,Gd,Gd,Mn,GLQ,946,Unf,0,490,1436,1436,0,1,0,2,0,3,1,8,0,Attchd,2,484,WD,Normal,210000
RM,Other,9906,OldTown,2Story,Other,1925,1950,TA,TA,No,Unf,0,Unf,0,686,686,810,518,0,0,1,0,3,1,8,0,Detchd,1,210,WD,Family,107000
RL,Other,15660,Other,Other,7,1939,2006,Gd,TA,No,BLQ,341,Unf,0,457,798,1137,817,0,1,1,1,3,1,8,2,Attchd,2,431,WD,Normal,311500
RL,Other,3010,Other,1Story,7,2005,2006,Gd,Gd,Av,GLQ,16,Unf,0,1232,1248,1248,0,0,0,2,0,2,1,5,0,Attchd,2,438,New,Partial,167240
RL,73,8990,CollgCr,1Story,7,2006,2006,Gd,Gd,Mn,Unf,0,Unf,0,1498,1498,1498,0,0,0,2,0,2,1,5,0,Attchd,2,675,New,Partial,204900
RL,65,8068,Other,2Story,6,2002,2002,Gd,Gd,No,Unf,0,Unf,0,1010,1010,1010,1257,0,0,2,1,4,1,8,1,BuiltIn,2,390,ConLI,Normal,200000
RL,Other,11475,Other,2Story,6,1975,1975,TA,Gd,No,ALQ,550,Unf,0,163,713,811,741,1,0,2,1,3,1,6,1,Attchd,2,434,WD,Normal,179900
RL,70,10500,NAmes,1Story,Other,1971,1971,TA,TA,No,ALQ,524,LwQ,180,160,864,864,0,0,0,1,0,2,1,4,0,Detchd,2,576,WD,Abnorml,97000
RL,Other,13472,Other,1Story,Other,2003,2003,Ex,Ex,Gd,GLQ,56,Unf,0,2336,2392,2392,0,0,0,2,0,3,1,8,1,Attchd,3,968,WD,Normal,386250
RM,Other,1680,Other,2Story,5,1971,1971,TA,TA,No,Unf,0,Unf,0,630,630,630,672,0,0,2,1,3,1,6,0,Detchd,1,280,COD,Abnorml,112000
RL,Other,9950,Other,2Story,7,1995,1995,Gd,Gd,No,GLQ,565,Unf,0,638,1203,1214,1306,0,0,2,1,4,1,9,1,Attchd,3,721,WD,Abnorml,290000
RM,Other,1869,Other,2Story,6,1970,1970,TA,TA,No,Rec,321,Unf,0,162,483,483,504,0,0,1,1,2,1,5,0,Detchd,1,280,WD,Normal,106000
RL,70,8521,Other,1Story,5,1967,1967,TA,TA,No,ALQ,842,Unf,0,70,912,912,0,0,0,1,0,3,1,5,1,Detchd,1,336,WD,Normal,125000
RL,Other,3182,Other,1Story,7,2005,2006,Gd,Gd,Av,GLQ,16,Unf,0,1357,1373,1555,0,0,0,2,0,2,1,7,1,Attchd,2,430,WD,Normal,192500
RL,73,8760,NAmes,1Story,6,1959,1959,TA,TA,No,Unf,0,Unf,0,1194,1194,1194,0,1,0,1,0,3,1,6,0,Attchd,1,312,WD,Normal,148000
RL,Other,15138,Other,2Story,Other,1995,1996,Gd,Gd,No,GLQ,689,Unf,0,773,1462,1490,1304,1,0,2,1,4,1,9,1,Attchd,3,810,WD,Normal,403000
RM,Other,1680,Other,2Story,6,1972,1972,TA,TA,No,Unf,0,Unf,0,483,483,483,504,0,0,1,1,2,1,5,1,Attchd,1,288,WD,Normal,94500
RL,Other,10650,CollgCr,1Story,5,1976,1976,TA,TA,Av,LwQ,182,ALQ,712,0,894,894,0,1,0,1,0,3,1,5,0,Attchd,1,308,WD,Normal,128200
RL,65,7851,Other,2Story,6,2002,2002,Gd,Gd,No,GLQ,625,Unf,0,235,860,860,1100,1,0,2,1,4,1,8,2,BuiltIn,2,440,WD,Normal,216500
RM,Other,1680,Other,2Story,6,1971,1971,TA,TA,No,ALQ,358,Unf,0,125,483,483,504,0,0,1,1,2,1,5,0,Detchd,1,264,WD,Normal,89500
RL,65,8773,CollgCr,1Story,7,2004,2004,Gd,Gd,Av,GLQ,24,Unf,0,1390,1414,1414,0,0,0,2,0,3,1,6,0,Attchd,2,494,WD,Normal,185500
RL,Other,9453,Other,2Story,7,1993,2003,Gd,Gd,No,BLQ,402,Unf,0,594,996,1014,730,0,0,2,1,3,1,7,0,Attchd,2,457,WD,Normal,194500
RL,Other,12030,Other,1Story,Other,2007,2007,Ex,Ex,No,Unf,0,Unf,0,1694,1694,1694,0,0,0,2,0,3,1,7,0,Attchd,3,818,New,Partial,318000
RL,Other,8741,Edwards,Other,6,1945,1950,TA,TA,No,LwQ,94,Unf,0,641,735,798,689,0,0,1,1,3,1,7,1,Detchd,1,220,WD,Normal,113000
FV,Other,9000,Other,1Story,Other,2008,2008,Gd,Gd,Av,GLQ,1078,Unf,0,488,1566,1566,0,1,0,2,0,3,1,7,0,Attchd,2,750,WD,Normal,262500
RM,Other,3880,OldTown,1Story,5,1945,1997,TA,TA,No,ALQ,329,Unf,0,357,686,866,0,0,0,1,0,2,1,4,0,None,0,0,WD,Normal,110500
RM,Other,5000,OldTown,Other,5,1900,1950,TA,TA,No,Unf,0,Unf,0,540,540,889,551,0,0,1,0,3,1,6,0,Attchd,1,352,WD,Normal,79000
RL,Other,10762,Other,2Story,6,1980,1980,TA,Gd,No,Unf,0,Unf,0,626,626,626,591,0,0,1,1,3,1,6,1,Attchd,1,288,WD,Normal,120000
RL,Other,8880,Other,2Story,7,1994,2002,Gd,Gd,No,GLQ,695,Unf,0,253,948,1222,888,1,0,2,1,3,1,8,2,Attchd,2,463,WD,Normal,205000
RL,80,10400,Other,1Story,7,1988,1988,TA,Gd,Av,GLQ,929,Unf,0,916,1845,1872,0,0,1,2,0,3,1,6,1,Attchd,2,604,WD,Normal,241500
RM,Other,9142,OldTown,2Story,6,1910,1950,TA,Fa,No,Unf,0,Unf,0,1020,1020,908,1020,0,0,2,0,4,2,9,0,Detchd,1,440,WD,Normal,137000
RL,Other,11310,NAmes,1Story,6,1954,1954,TA,TA,No,Unf,0,Unf,0,1367,1367,1375,0,0,0,1,0,2,1,5,1,Attchd,2,451,WD,Normal,140000
RL,Other,11317,CollgCr,2Story,7,2003,2003,Gd,Gd,No,Unf,0,Unf,0,840,840,840,828,0,0,2,1,3,1,8,0,Attchd,2,500,WD,Normal,180000
RL,80,159000,Other,Other,6,1958,2006,Gd,Gd,Gd,Rec,697,Unf,0,747,1444,1444,700,0,1,2,0,4,1,7,2,Attchd,2,389,WD,Normal,277000
RL,Other,5350,Other,1Story,Other,1940,1966,TA,TA,No,Unf,0,Unf,0,728,728,1306,0,0,0,1,0,3,1,6,0,None,0,0,WD,Normal,76500
RM,Other,4750,Other,1Story,Other,2006,2007,Gd,Gd,Gd,GLQ,1573,Unf,0,0,1573,1625,0,1,1,2,0,2,1,5,1,Attchd,2,538,WD,Family,235000
RL,65,8366,Other,2Story,6,2004,2004,Gd,Gd,No,Unf,0,Unf,0,798,798,798,842,0,0,2,1,3,1,6,0,Attchd,2,520,WD,Normal,173000
RL,Other,9350,NAmes,Other,6,1964,1991,TA,Gd,Gd,LwQ,270,ALQ,580,452,1302,1302,0,0,1,2,0,3,1,7,0,Attchd,1,309,CWD,Normal,158000
RL,70,8400,NAmes,1Story,5,1957,1957,TA,TA,No,Rec,922,Unf,0,392,1314,1314,0,1,0,1,0,3,1,5,0,Attchd,1,294,WD,Normal,145000
RL,Other,8738,Other,2Story,7,1999,1999,Gd,Gd,No,Unf,0,Unf,0,975,975,1005,1286,0,0,2,1,4,1,8,1,BuiltIn,2,429,WD,Normal,230000
FV,Other,8791,Other,2Story,6,2003,2003,Gd,Gd,No,Rec,503,Unf,0,361,864,864,864,0,0,2,1,3,1,7,0,Attchd,2,673,WD,Normal,207500
RL,Other,8814,CollgCr,1Story,7,2006,2006,Gd,Gd,No,GLQ,1334,Unf,0,270,1604,1604,0,1,0,2,1,3,1,8,1,Attchd,2,660,WD,Abnorml,220000
RL,80,12435,CollgCr,2Story,7,2001,2001,Gd,Gd,No,GLQ,361,Unf,0,602,963,963,829,0,0,2,1,3,1,7,1,Attchd,2,564,WD,Normal,231500
RM,70,12702,OldTown,1Story,5,1956,1956,TA,None,None,None,0,None,0,0,0,882,0,0,0,1,0,2,1,4,0,Detchd,1,308,WD,Normal,97000
RL,Other,19296,NAmes,Other,6,1962,1962,TA,TA,Gd,Rec,672,ALQ,690,0,1362,1382,0,1,0,1,0,3,1,6,1,Attchd,2,884,WD,Normal,176000
RL,Other,9588,CollgCr,2Story,Other,2007,2007,Gd,Ex,No,Unf,0,Unf,0,1482,1482,1482,1092,0,0,2,1,3,1,10,1,BuiltIn,3,868,New,Partial,276000
RL,Other,8471,Other,Other,6,1977,1995,TA,Gd,Av,ALQ,506,Unf,0,0,506,1212,0,1,0,1,0,3,1,6,1,Attchd,2,492,WD,Normal,151000
RM,Other,5500,OldTown,Other,5,1929,2001,TA,TA,No,LwQ,234,ALQ,692,0,926,926,0,1,0,1,0,3,1,6,0,Detchd,2,484,WD,Normal,130000
RM,Other,5232,OldTown,1Story,5,1925,2004,TA,Fa,No,Unf,0,Unf,0,680,680,764,0,0,0,1,0,2,1,4,0,Detchd,2,504,WD,Normal,73000
RL,Other,12090,Other,1Story,6,1981,1981,TA,Gd,No,GLQ,588,LwQ,228,606,1422,1422,0,0,0,2,0,3,1,7,1,Attchd,2,576,WD,Normal,175500
RL,70,11207,Other,2Story,6,1997,1997,TA,Gd,Av,GLQ,714,Unf,0,88,802,802,709,1,0,2,1,3,1,8,1,Attchd,2,413,WD,Normal,185000
RL,60,8400,Other,Other,5,1939,1997,TA,TA,No,LwQ,378,Unf,0,342,720,1052,720,0,0,2,1,4,1,8,1,Detchd,1,240,WD,Normal,179500
RM,Other,6900,Other,1Story,5,1940,1955,TA,TA,No,ALQ,403,Rec,125,212,740,778,0,0,0,1,0,2,1,4,1,Detchd,1,924,WD,Normal,120500
RL,65,7917,Edwards,1Story,6,1976,1976,TA,TA,No,BLQ,751,Unf,0,392,1143,1113,0,1,0,1,1,3,1,6,1,Attchd,1,504,WD,Normal,148000
FV,Other,10728,Other,2Story,Other,2006,2006,Gd,Gd,Mn,Unf,0,Unf,0,1095,1095,1095,844,0,0,2,1,3,1,8,1,Attchd,3,1053,New,Partial,266000
RL,73,39104,Other,1Story,7,1954,2005,TA,Gd,Gd,LwQ,226,GLQ,1063,96,1385,1363,0,1,0,1,0,2,1,5,2,Attchd,2,439,WD,Normal,241500
RL,Other,11764,Other,2Story,Other,1999,2007,Gd,Gd,No,GLQ,524,Unf,0,628,1152,1164,1106,0,0,2,1,4,1,9,1,Attchd,3,671,WD,Normal,290000
RL,80,9600,NAmes,1Story,6,1958,1988,TA,TA,No,Rec,620,LwQ,620,0,1240,1632,0,1,0,2,0,3,1,6,1,Attchd,1,338,WD,Normal,139000
RL,Other,8314,Other,1Story,5,1982,1982,TA,TA,Gd,ALQ,546,Unf,0,270,816,816,0,0,0,1,0,2,1,5,0,Attchd,1,264,WD,Normal,124500
RL,Other,7264,Other,Other,7,1925,2007,Gd,TA,No,Unf,0,Unf,0,952,952,952,596,0,0,2,1,3,1,5,0,Detchd,2,672,WD,Normal,205000
RL,Other,9196,Other,1Story,7,2003,2003,Gd,Ex,No,Unf,0,Unf,0,1560,1560,1560,0,0,0,2,0,3,1,7,0,Attchd,2,573,WD,Normal,201000
RL,Other,19138,Other,1Story,Other,1951,1951,TA,TA,No,LwQ,120,Unf,0,744,864,864,0,0,0,1,0,2,1,4,0,Detchd,2,400,WD,Normal,141000
RL,Other,14450,Other,1Story,Other,2006,2007,Ex,Ex,Gd,Unf,0,Unf,0,2121,2121,2121,0,0,0,2,1,3,1,8,1,Attchd,3,732,New,Partial,415298
RL,Other,10005,Other,2Story,7,1977,1977,TA,Gd,No,BLQ,392,Unf,0,768,1160,1156,866,0,0,2,1,4,1,8,1,Attchd,2,505,WD,Normal,192000
RL,Other,11287,Other,2Story,7,1989,1989,Gd,Gd,Av,GLQ,421,Unf,0,386,807,1175,807,0,0,2,1,3,1,7,1,Attchd,2,575,WD,Normal,228500
FV,60,7200,Other,1Story,6,2006,2006,Gd,Gd,No,GLQ,905,Unf,0,357,1262,1262,0,0,0,2,0,2,1,5,0,Attchd,2,572,New,Partial,185000
RL,Other,5063,Other,1Story,7,2007,2008,Gd,Gd,No,GLQ,904,Unf,0,410,1314,1314,0,1,0,2,0,2,1,6,1,Attchd,2,626,ConLw,Normal,207500
RL,Other,9612,Other,1Story,Other,2008,2009,Gd,Gd,No,Unf,0,Unf,0,1468,1468,1468,0,0,0,2,0,3,1,6,1,Attchd,3,898,New,Partial,244600
RL,Other,8012,Other,1Story,6,1992,1992,Gd,Gd,No,GLQ,430,Unf,0,1145,1575,1575,0,1,0,2,0,2,1,5,0,Attchd,2,529,WD,Normal,179200
FV,Other,4251,Other,2Story,7,2006,2007,Gd,Gd,No,Unf,0,Unf,0,625,625,625,625,0,0,2,1,2,1,5,0,Detchd,2,528,New,Partial,164700
RL,Other,9786,NAmes,Other,6,1962,1981,TA,TA,No,Rec,600,Unf,0,312,912,1085,649,0,0,1,1,3,1,7,1,Attchd,2,440,WD,Normal,159000
RL,73,8125,NAmes,1Story,Other,1971,1971,TA,TA,No,BLQ,614,Unf,0,244,858,858,0,0,0,1,0,3,1,5,0,None,0,0,WD,Normal,88000
RL,Other,9819,Other,1Story,5,1967,1967,TA,TA,No,BLQ,450,Unf,0,432,882,900,0,0,0,1,0,3,1,5,0,Detchd,1,280,WD,Normal,122000
RL,60,8730,Other,2Story,6,1915,2003,TA,TA,No,Unf,0,Unf,0,698,698,698,698,0,0,1,0,3,1,7,0,Detchd,1,384,WD,Normal,153575
RL,Other,15611,CollgCr,2Story,Other,2006,2006,Gd,Gd,Av,Unf,0,Unf,0,1079,1079,1079,840,0,0,2,1,3,1,8,1,Attchd,2,685,New,Partial,233230
RL,Other,5687,Other,2Story,5,1912,2000,TA,TA,No,Rec,210,Unf,0,570,780,936,780,1,0,2,0,6,1,9,0,None,0,0,WD,Normal,135900
RL,60,11409,Edwards,Other,5,1949,2008,TA,TA,No,LwQ,292,Unf,0,476,768,1148,568,0,0,1,1,3,1,8,1,Attchd,1,281,WD,Normal,131000
RL,80,16659,Other,2Story,7,1977,1994,TA,TA,No,ALQ,795,Unf,0,0,795,1468,795,1,0,2,1,3,1,9,1,Attchd,2,539,WD,Normal,235000
RL,80,9600,NAmes,1Story,6,1953,1953,TA,TA,No,GLQ,1285,Unf,0,131,1416,1644,0,1,0,1,0,3,1,7,2,Attchd,2,418,WD,Normal,167000
RL,Other,7937,Other,Other,6,1984,1984,TA,TA,Av,GLQ,819,Unf,0,184,1003,1003,0,1,0,1,0,3,1,6,0,Detchd,2,588,WD,Normal,142500
RM,Other,13710,Other,Other,5,1950,1950,TA,TA,No,BLQ,420,Unf,0,490,910,910,648,0,0,1,1,4,1,6,0,Attchd,1,282,WD,Normal,152000
FV,Other,7399,Other,2Story,7,1997,1998,Gd,Gd,No,BLQ,649,Unf,0,326,975,975,975,0,0,2,1,3,1,7,1,Detchd,2,576,WD,Normal,239000
